0.537109,1
0.460938,2
0.431885,4
0.426147,8
0.421570,16
0.417511,32
0.416046,64
0.418381,128
0.416649,256
0.416857,512
0.416571,1024
0.416487,2048
0.417234,4096
0.417045,8192
0.416707,16384
0.417097,32768
0.416894,65536
0.416823,131072
0.417059,262144
0.416907,524288
0.416957,1048576
